name,slug,id,category,energy,fat,satFat,carbs,sugar,protein,salt,description,actualPrice,loyaltyPrice,unitOfMeasure,conversionMeasure,conversionValue,constraintCode
"Kietasis avių pieno sūris su gėlėmis LA LEYENDA, 5 mėn. brandinimo, 150 g",Kietasis-aviu-pieno-suris-su-gelemis-LA-LEYENDA-5-men-brandinimo-150-g-283495,283495,Hard cheeses,340,28.2,15.5,1.9,0.5,19.7,0.5,,5.99,,VNT,KG,0.15,
"NICE BITES riešutų ir razinų mišinys, 200 g",Riesutu-ir-razinu-misinys-NICE-BITES-200-g-283013,283013,"Mixtures of fruits, berries, nuts",435,20,2.8,51,42,10,0,"NICE BITES riešutų ir razinų mišinys, 200 g",2.99,1.79,VNT,KG,0.2,
"Penkių pipirų mišinys ALVO TASTE FROM GARDEN, 60 g",Penkiu-pipiru-misinys-ALVO-TASTE-FROM-GARDEN-60-g-283122,283122,Pepper,344,5.5,1.4,57,53,9.2,0.08,Penkių pipirų mišinys,2.49,,VNT,KG,0.06,
"Šaltyje džiovintos braškių granulės ALVO, 12 g",Saltyje-dziovintos-braskiu-granules-ALVO-12-g-283136,283136,Baking accessories,323,3.7,0.3,51,50,7.6,0.03,Šaltyje džiovintos braškių granulės,1.79,,VNT,KG,0.012,
"SKANOVĖ AVIEČIŲ ARBATA 0,25 L",SKANOVE-AVIECIU-ARBATA-025-L-284206,284206,Another tea,222,0.4,0,54,49,0.7,0,Aviečių arbata ( 7 arbatos puodeliams),4.99,,VNT,L,0.25,
Karštai rūkytos lazdelės KABANOSSI su baravykais.Aukščiausia rūšis,Karstai-rukytos-lazdeles-KABANOSSI-su-baravykaisAuksciausia-rusis-286919,286919,Smoked sausages and sausages,438,37,14.5,2.2,2.05,24,3.2,"Karštai rūkytos KABANOSSI lazdelės su baravykais, 100 g Aukščiausia rūšis",3.29,,VNT,KG,0.1,
"Sumuštinių mini prancūziškas batonas FAZER, 220 g",Sumustiniu-mini-prancuziskas-batonas-FAZER-220-g-282540,282540,French bagguete,316,3.9,0.4,59.3,5.8,9.1,1.23,"Sumuštinių mini prancūziškas batonas FAZER, 220 g",,,VNT,KG,0.22,
"Sūdytų riešutų ir razinų mišinys TAFFEL, 110 g",Sudytu-riesutu-ir-razinu-misinys-TAFFEL-110-g,FkmB087ssGYrpRjSXYB8,"Mixtures of fruits, berries, nuts",595,43,8,31,16,21,1,Sūdytų riešutų ir razinų mišinys TAFFEL,,,VNT,KG,0.11,
"Alus ROCK Ttradicinis (6%), 0,568 l",Alus-ROCK-Ttradicinis-6percent-0568-l,276562,Light beer,49,NaN,NaN,NaN,NaN,NaN,NaN,"Alus ROCK Ttradicinis (6%), 0,568 l",,,VNT,L,0.568,alcohol
"Kavos gėrimas AVENTURA CAFFE LATTE ARABICA, 200 ml",Kavos-gerimas-AVENTURA-CAFFE-LATTE-ARABICA-200-ml,278080,"Coffee, cocoa, coffee drinks",34,0,0,6,5.8,2.6,0.21,"Kavos gėrimas AVENTURA CAFFE LATTE ARABICA, 200 ml",,,VNT,L,0.2,
"Sausainiai migdolų su moliūgų, čija ir linų sėklomis, 80 g",Sausainiai-migdolu-su-moliugu-cija-ir-linu-seklomis-80-g-268802,268802,Cookies,546,39.2,22.1,35.4,16.6,10.8,0.1,"„The Beginnings“ migdolų sausainiai su moliūgų, čija ir linų sėklomis yra švelniai kepti, tik apie 120°C temperatūroje",3.99,,VNT,KG,0.08,
"Sėklų krekeriai su jūros druska, 80 g",Seklu-krekeriai-su-juros-druska-80-g-268799,268799,Crackers,540,38,5,30,5,18.6,1.5,"„The Beginnings“ sėklų krekeriai su jūros druska puikiai tinka kaip priedas prie sriubos, salotų ar tiesiog kaip maistingas užkandis.",3.19,,VNT,KG,0.08,
"Užkandis PRINGLES HOT KICKIN' SOUR CREAM, 160 g",Uzkandis-PRINGLES-HOT-KICKIN-SOUR-CREAM-160-g-286033,286033,Chips,523,30,3,55,2.2,6.4,0.61,"Užkandis PRINGLES HOT KICKIN' SOUR CREAM, 160 g",2.99,,VNT,KG,0.16,
"Tolesnio maitinimo kūdikių pieno mišinys APTAMIL 2 TABS nuo 6 mėn., 144 g",Tolesnio-maitinimo-kudikiu-pieno-misinys-APTAMIL-2-TABS-nuo-6-men-144-g,278180,Milk mixes,68,3.2,1,8.2,8.1,1.4,NaN,"Tolesnio maitinimo kūdikių pieno mišinys APTAMIL 2 TABS nuo 6 mėn., 144 g",,,VNT,KG,0.144,
"Duonelė ARYZTA su sėklomis, 100 g",Duonele-ARYZTA-su-seklomis-100-g,278406,Breads,351,11.9,1.3,50,0.9,9.8,1.45,"Duonelė ARYZTA su sėklomis, 100 g",,,VNT,KG,0.1,
"Viskis GLENDALOUGH DOUBLE BARREL (42%), 0,7 l",Viskis-GLENDALOUGH-DOUBLE-BARREL-42percent-07-l,uy6xiuVfEWCywqjMjUvN,Whiskey,221,0,0,0,0,0,0,Viskis GLENDALOUGH DOUBLE BARREL,31.95,,VNT,L,0.7,alcohol
DRAUGŲ duona su daigintais grūdais. 320 g ,DRAUGU-duona-su-daigintais-grudais-320-g-280732,280732,Freshly baked light bread,276,2.9,0.2,51,3.9,9.3,1.2,DRAUGŲ duona su daigintais grūdais. 320 g,1.29,,VNT,KG,0.32,
"Sūrio TETE de Moine HEIDI roželės, riebumas 51%, 95 g",Surio-Tte-de-Moine-HEIDI-rozeles-51percent-7x95-g-283511,283511,Hard cheeses,441,37,25,1,0,26,1.9,"Puskietis sūris su saugoma kilmės vietos nuoroda (SKVN), kilęs iš Bellelay abatijos. Jis patiekiamas ne pjaustytas, o skutamas specialia pjaustykle, plonomis, susuktomis juostelėmis, primenančiomis roželes.",6.99,,VNT,KG,0.095,
"Veganiškas kokosinis desertas su ispaninių šalavijų sėklomis, 120 g",Veganiskas-kokosinis-desertas-su-ispaniniu-salaviju-seklomis-120-g,277431,Bread substitutes,258,16,7.8,23,18,3.7,0.06,"Veganiškas kokosinis desertas su ispaninių šalavijų sėklomis, 120 g",,,VNT,KG,0.12,
"Pūstos burnočių sėklos, 150 g",Pustos-burnociu-seklos-150-g-275803,275803,Seeds,383,8.8,2.1,57,1.7,16,0.01,Bio Planet ekologišk pūstos burnočių sėklos.,5.49,,VNT,KG,0.15,
"ACTIVUS baltymų batonėlis su karamelės gab. glaistyt. šok. su saldikliais, 40g",ACTIVUS-baltymu-batonelis-su-karameles-gab-glaistyt-sok-su-saldikliais-40g-281127,281127,Protein bars,364,17,13,29,4.6,30,0.15,Baltyminis batonėlis ACTIVUS su karamelės gabaliukais,1.99,,VNT,KG,0.04,
"Negazuotas greipfrutų skonio gaivusis gėrimas Pulse, 500 ml",Negazuotas-greipfrutu-skonio-gaivusis-gerimas-Pulse-500-ml-284523,284523,Lemonades,19,0,0,4.1,4.1,0,0.13,Negazuotas greipfrutų skonio angliavandenių ir elektrolitų gaivusis gėrimas su vitaminais.,1.29,,VNT,L,0.5,
"Prieskonių mišinys Chmeli Suneli ALVO TASTE FROM GARDEN, 80 g",Prieskoniu-misinys-Chmeli-Suneli-ALVO-TASTE-FROM-GARDEN-80-g-283120,283120,Preparations of spices for dishes,346,9.5,1.2,42,35,15,0.25,"Prieskonių mišinys ,,Chmeli Suneli''",1.49,,VNT,KG,0.08,
"KINDER BUENO vafliniai batonėliai T3, 129g",KINDER-BUENO-vafliniai-batoneliai-T3-129g-287273,287273,Bars,572,37.3,17.3,49.5,41.2,8.6,0.21,Šokoladinis batonėlis įdarytas lazdynų riešutų kremu ir aplietas pienišku šokoladu.,3.39,,VNT,KG,0.129,
"ŽALIA GIRIA Kakė Makė 0,33 l Negazuotas natūralus mineralinis vanduo",ZALIA-GIRIA-Kake-Make-033-l-Negazuotas-naturalus-mineralinis-vanduo-287341,287341,Still water,0,0,0,0,0,0,0,"ŽALIA GIRIA Kakė Makė 0,33 l Negazuotas natūralus mineralinis vanduo",0.49,,VNT,L,0.33,
"Tartaletė MON CINAMON, 180 g",Tartalete-MON-CINAMON-180-g,277430,Cakes,410,23,4.5,42,27,8.2,0.18,"Tartaletė MON CINAMON, 180 g",,,VNT,KG,0.18,
"Duona su daigintais rugiais ir česnakiniu sviestu, 320 g",Duona-su-daigintais-rugiais-ir-cesnakiniu-sviestu-320-g-280734,280734,Freshly baked light bread,302,6.3,3.1,51,4,8.5,1.2,"Duona su daigintais rugiais ir česnakiniu sviestu, 320 g",1.59,,VNT,KG,0.32,
"Konjakas MEUKOW DE LUXE COGNAC (40%), 350 ml",Konjakas-MEUKOW-DE-LUXE-COGNAC-40percent-350-ml,277086,Cognac,227,0,0,1.3,1.3,0,0.01,"Konjakas MEUKOW DE LUXE COGNAC (40%), 350 ml",21.95,,VNT,L,0.35,alcohol
"SALDAINIAI BRAIN BLASTERZ, 48 g",SALDAINIAI-BRAIN-BLASTERZ-48-g,2ZfaMaiiM2QyojzlpN3V,Chewy candies,376,0,0,93,61,0,0,"SALDAINIAI BRAIN BLASTERZ, 48 g",,,VNT,KG,0.048,
"Konservuotas kačių ėdalas su vištiena PERFECT FIT, 85 g",Konservuotas-kaciu-edalas-su-vistiena-PERFECT-FIT-85-g-281107,281107,Cat food,0,0,0,0,0,0,0,Visavertis šlapias ėdalas suaugusioms katėms,0.99,,VNT,KG,0.085,
"Ėdalas suaugusioms katėms, papildytas vištiena PERFECT FIT, 750 g",Edalas-suaugusioms-katems-papildytas-vistiena-PERFECT-FIT-750-g-278230,278230,Cat food,0,0,0,69,0,0,0,Visavertis sausas ėdalas suaugusioms katėms.,5.99,,VNT,KG,0.75,
"Šaltyje džiovintos aviečių granulės ALVO, 8 g",Saltyje-dziovintos-avieciu-granules-ALVO-8-g-283138,283138,Baking accessories,346,0.6,0.1,75,65,2.8,0.1,Šaltyje džiovintos aviečių granulės,1.79,,VNT,KG,0.008,
KIKKOMAN TAMARI PADAŽAS BE GLITIMO 250ML,KIKKOMAN-TAMARI-PADAZAS-BE-GLITIMO-250ML-286204,286204,Other sauces,57,0,0,2,0,10,16.04,KIKKOMAN TAMARI PADAŽAS BE GLITIMO 250ML,5.49,,VNT,L,0.25,
"Tolesnio maitinimo kūdikių pieno mišinys APTAMIL 2 TABS nuo 6 mėn., 504 g",Tolesnio-maitinimo-kudikiu-pieno-misinys-APTAMIL-2-TABS-nuo-6-men-504-g,278179,Milk mixes,68,3.2,1,8.2,8.1,1.4,NaN,"Tolesnio maitinimo kūdikių pieno mišinys APTAMIL 2 TABS nuo 6 mėn., 504 g",,,VNT,KG,0.504,
"Batonas su kefyru ir kalciu GARDĖSIO, 350 g",Batonas-su-kefyru-ir-kalciu-GARDESIO-350-g-282544,282544,Baguette,279,4,0.6,53,5.5,8.6,0.89,"Batonas su kefyru ir kalciu GARDĖSIO, 350 g",,,VNT,KG,0.35,
"Pynė su kumpiu ir sūriu, 350 g",Pyne-su-kumpiu-ir-suriu-350-g,281108,Cakes,302,19.9,9.7,22.6,3.5,12,1,"Pynė su kumpiu ir sūriu, 350 g",,,VNT,KG,0.35,
"Migdolinė tartaletė su mandarinais, 180 g",Migdoline-tartalete-su-mandarinais-180-g,277425,Pastry desserts,325,17,5,38,24,4.7,0.18,Migdolinė tartaletė su mandarinais,,,VNT,KG,0.18,
"Migdolų sausainiai su pekaninėmis karijomis, 80 g",Migdolu-sausainiai-su-pekaninemis-karijomis-80-g-268807,268807,Cookies,508,38,17,22,14,10,0.1,"The Beginnings“ migdolų sausainiai su pekaninėmis karijomis yra švelniai kepti, tik apie 120°C temperatūroje.",3.99,,VNT,KG,0.08,
"RAW BITE batonėlis su žaliąja citrina, 50 g",RAW-BITE-batonelis-su-zaliaja-citrina-50-g-284316,284316,Bars,432,22,3,44,42,10,0.03,„RawBite“ batonėlis su žaliąja citrina. Turi daug skaidulinių medžiagų. Be pridėto cukraus,2.79,,VNT,KG,0.05,
"Puskietis sūris BEEMSTER, su ožkos pienu, brandintas 4 mėnesius, 250 g",Puskietis-suris-BEEMSTER-su-ozkos-pienu-brandintas-4-menesius-250-g-283494,283494,Fermented cheeses,404,33.4,24,NaN,NaN,25.8,1.8,,6.99,,VNT,KG,0.25,
"Užkandis PRINGLES HOT FLAMIN'CHEESE, 160 g",Uzkandis-PRINGLES-HOT-FLAMINCHEESE-160-g-286034,286034,Chips,524,30,3,55,3.4,6.5,0.6,"Užkandis PRINGLES HOT FLAMIN'CHEESE, 160 g",2.99,,VNT,KG,0.16,
Kokosiniai vafliai be glitimo THAI COCO,Kokosiniai-vafliai-be-glitimo-THAI-COCO-286627,286627,Chinese cuisine,455,13.64,10.61,81.82,27.7,0,0.29,"Autentiškas saldus Tailandietiškas skanėstas, pagamintas iš kokoso. Traškus ir lengvas. Tinka veganams.",,,VNT,KG,0.14,
Aštrūs keptų ryžių krekeriai AJI,Astrus-keptu-ryziu-krekeriai-AJI-286628,286628,Chinese cuisine,498,23.3,10.7,66.9,11.2,4.4,2.24,"Aštrus užkandis, pagamintas iš kepintų ryžių su prieskoniais. Populiarus Azijoje užkandis patiks ieškantiems neįprasto skonio.",,,VNT,KG,0.25,
Sėklų mišinys su migdolais(Beatos virtuvė)150g,Seklu-misinys-su-migdolaisBeatos-virtuve150g-287357,287357,Seeds,545,44,14,8.8,5.9,18,0.11,"Jau visi žinome - sveikas žarnynas yra tiesus kelias į gerą savijautą, o pagrindinis gerųjų bakterijų maistas - skaidulos. Valgykite su vaisiais, kefyru, jogurtu, barstykite ant košės, salotų, ruoškite glotnučius. Per parą rekomenduojama suvalgyti iki 4 šaukštų (75 g) mišinio. Skanu, praktiška ir naudinga.",3.79,,VNT,KG,0.15,
"Pyragas UOGŲ PASAKA, 1 kg ",Pyragas-UOGU-PASAKA-1-kg,280653,Cakes,247,13,7.7,28,24,4.3,0.11,"Pyragas UOGŲ PASAKA, 1 kg",,,KG,KG,1,
"Raugo sumuštinių duona FAZER, 450 g",Raugo-sumustiniu-duona-FAZER-450-g-282539,282539,Sandwich bread,272,1.6,0.2,50.6,2.5,9.5,1.21,"Raugo sumuštinių duona FAZER, 450 g",,,VNT,KG,0.45,
"Tartaletė MON CINAMON, 90 g",Tartalete-MON-CINAMON-90-g,277429,Cakes,410,23,4.5,42,27,8.2,0.18,"Tartaletė MON CINAMON, 90 g",,,VNT,KG,0.09,
"DZŪKIJOS sausainiai Bučinys, 300 g",DZuKIJOS-sausainiai-Bucinys-300-g,NafMrH5j7sOoy4hGpMD3,Cookies,394,14,6.1,63,37,3.9,0.06,,2.99,,VNT,KG,0.3,
"Daugiasluoksnis putėsių tortas su mėlynėmis ELIZIEJUS, 1 kg",Daugiasluoksnis-putesiu-tortas-su-melynemis-ELIZIEJUS-1-kg,277404,Cakes,290,16,9,32,27,4.3,0.13,Daugiasluoksnis putėsių tortas su mėlynėmis ELIZIEJUS,,,KG,KG,1,
"TŪKSTANČIO SLUOKSNIŲ PYRAGAS SU OBUOLIŲ DŽEMU, 1 kg",TuKSTANCIO-SLUOKSNIU-PYRAGAS-SU-OBUOLIU-DZEMU-1-kg,eIUIzSnvyOWZhor18yNr,Pies,274,13,8,36,25,3,0.31,"TŪKSTANČIO SLUOKSNIŲ PYRAGAS SU OBUOLIŲ DŽEMU, 1 kg",,,KG,KG,1,
"Džiovinti abrikosai ekologiški, 150 g",Dziovinti-abrikosai-ekologiski-150-g-268811,268811,Dried apricots,270,1.7,0.1,57,42,2.9,0.05,URTEKRAM ekologiški saulėje džiovinti abrikosai. Be pridėto cukraus (produkto sudėtyje yra natūralių cukrų).,,,VNT,KG,0.15,
"Švelniai sūrūs ryžių trapučiai, 130 g",Svelniai-surus-ryziu-trapuciai-130-g-268860,268860,Crumbs,388,3,0.6,81,0.9,7.9,0.28,Clearspring ekologiški švelniai sūrūs ryžių trapučiai yra pagaminti iš pūstų pilno grūdo ryžių,2.09,,VNT,KG,0.13,
"Prieskonių mišinys Persiladas ALVO TASTE FROM GARDEN, 40 g",Prieskoniu-misinys-Persiladas-ALVO-TASTE-FROM-GARDEN-40-g-283123,283123,Preparations of spices for dishes,340,4.5,1,51,41,14,0.23,"Prieskonių mišinys ,,Persiladas''",1.19,,VNT,KG,0.04,
"Baltasis sausas vynas ARALDICA GAVI LUCIANA (12,5%), 0,75 l",Baltasis-sausas-vynas-ARALDICA-GAVI-LUCIANA-125percent-075-l,276971,White wine,75,0,NaN,NaN,NaN,NaN,NaN,"Baltasis sausas vynas ARALDICA GAVI LUCIANA (12,5%), 0,75 l",5.99,,VNT,L,0.75,alcohol
"Tartaletė BURGUNDIJA, 300 g",Tartalete-BURGUNDIJA-300-g,277411,Cakes,357,19,9,42,29,4.2,0.14,"Tartaletė BURGUNDIJA, 300 g",,,VNT,KG,0.3,
"Prieskonių mišinys kepsniams (malūnėlyje) SAUDA, 110 g",Prieskoniu-misinys-kepsniams-malunelyje-SAUDA-110-g,K0oTeVFLGZVb0sCIj4It,BBQ spices,244,4,0.4,36,9.7,11,31,Prieskonių mišinys,7.49,,VNT,KG,0.11,
"Pusiau sausas baltas aromatizuotas vynas AGDAM (21%), 0,75 l",Pusiau-sausas-baltas-aromatizuotas-vynas-AGDAM-21percent-075-l,SLicTRU7QOfNpyDZrYUM,White wine,152,0,0,8.9,8,0.1,0.1,Pusiau sausas baltas aromatizuotas vynas,6.29,,VNT,L,0.75,alcohol
Pilnagrūdis SKANĖSTAS ,Pilnagrudis-SKANESTAS-1-kg,E0W4dOZ8qjsImHfNpfhR,Cookies,465,22,4.4,46,25,13,0.15,Pilnagrūdis skanėstas,16.99,13.59,KG,KG,1,
"Viskis dėžutėje CHIVAS REGAL EXTRA (40%), 0,7 l",Viskis-dezuteje-CHIVAS-REGAL-EXTRA-40percent-07-l,U3XGp76QgbeQba5W4T0D,Whiskey,221,0,0,0,0,0,0,Maišytas viskis dėžutėje,46.95,,VNT,L,0.7,alcohol
"Tuno gabaliukai savo sultyse JOHN WEST, 145 g",Tuno-gabaliukai-savo-sultyse-JOHN-WEST-145-g,9iWyiH5k5JoWWB1FtPqY,Canned fish and seafood,113,0.5,0,0,0,27,0.01,Tuno gabaliukai savo sultyse.,3.29,,VNT,KG,0.145,
"Raudonasis sausas vynas WEGENSTEIN EDITION OSTERREICH BLAUER ZWEIGELT (12,5%), 0,75 l",Raudonasis-sausas-vynas-WEGENSTEIN-EDITION-OSTERREICH-BLAUER-ZWEIGELT-125percent-075-l,U0nqkpZFzwaNDYBVtrQA,Red wine,74,NaN,NaN,1,0.1,0.5,0.01,Raudonasis sausas vynas WEGENSTEIN EDITION OSTERREICH BLAUER ZWEIGELT,7.49,,VNT,L,0.75,alcohol
"Sausas ėdalas su vištiena PEDIGREE JUNIOR, 3 kg",Sausas-edalas-su-vistiena-PEDIGREE-JUNIOR-3-kg,iZHmEwYQJSSDOugZ8TR3,Dry food for dogs,377,NaN,NaN,NaN,NaN,NaN,NaN,,,,VNT,KG,3,
"Raudonasis sausas vynas RUBRUM COONAWARRA Cabernet Sauvignon (13,5%), 0,75 l",Raudonasis-sausas-vynas-RUBRUM-COONAWARRA-Cabernet-Sauvignon-135percent-075-l,276970,Red wine,76,0,NaN,NaN,NaN,NaN,NaN,"Raudonasis sausas vynas RUBRUM COONAWARRA Cabernet Sauvignon (13,5%), 0,75 l",6.99,,VNT,L,0.75,alcohol
"Apvali duonelė GRŪDAINIS, 110 g",Apvali-duonele-GRuDAINIS-110-g,278411,Breads,382,26,2.7,26,3.5,11,0.64,Apvali duonelė GRŪDAINIS,,,VNT,KG,0.11,
"Heinz amerikietiškas mėsainių padažas, 400 ml",Heinz-amerikietiskas-mesainiu-padazas-400-ml-282547,282547,BBQ food,375,36,3.1,12,9.3,1,2.1,"Heinz amerikietiškas mėsainių padažas, 400 ml",4.69,,VNT,L,0.4,
Keptas kiaulienos kumpis su oda ,Keptas-kiaulienos-kumpis-su-oda-1-kg,reGyarnLXEwc35oJeOEF,Baked products,330,8.3,3.4,0.5,0.5,17,1.4,Kiaulienos kumpis,8.49,,KG,KG,1,fresh
"H Bio vaisinis batonėlis Obuoliai - Bananai, 25 g",H-Bio-vaisinis-batonelis-Obuoliai-Bananai-25-g-268896,268896,"Baby food, food for children",83,0.3,0.1,19,13,0.9,0.06,"Holle ekologiškas vaisių batonėlis su obuoliais, bananais ir speltų vafliuku.",1.39,,VNT,KG,0.025,
"Granatų širdelės, 75 g",Granatu-sirdeles-75-g-275829,275829,Chewy candies,328,0.5,0.2,79,62,0,0.21,"Biona ekologiški širdelės formos, granatų skonio guminukai. Be dirbtinių kvapiųjų medžiagų ir dažiklių. Taip pat be želatinos, laktozės ir glitimo",3.09,,VNT,KG,0.075,
"Pilno grūdo ryžių trapučiai be druskos, ekologiški, 130 g",Pilno-grudo-ryziu-trapuciai-be-druskos-ekologiski-130-g-268862,268862,Crumbs,389,3,0.6,81,0.9,7.9,0.01,Clearspring ekologiški pilno grūdo ryžių trapučiai – mažai riebalų turinti duonos ar krekerių alternatyva,2.09,,VNT,KG,0.13,
"Sausainiai juodųjų serbentų, 80 g",Sausainiai-juoduju-serbentu-80-g-269091,269091,Cookies,474,33.5,24.5,37.4,31.1,6,0,"Vasariško skonio The Beginnings juodųjų serbentų sausainiai, pasaldinti agavų sirupu.",,,VNT,KG,0.08,
Tortas ŠOKOLADINĖ ISTORIJA ,Tortas-SOKOLADINE-ISTORIJA-1-kg-283376,283376,Cakes,339,22,12,29,22,4.3,0.43,"Tortas ŠOKOLADINĖ ISTORIJA, 1 kg",,,KG,KG,1,
Tartaletė su figomis ir šokoladu JUODASIS AKSOMAS AKSOMAS ,Tartalete-su-figomis-ir-sokoladu-JUODASIS-AKSOMAS-AKSOMAS-1-kg-283369,283369,Cakes,395,26,15,35,24,5,0.25,"Tartaletė su figomis ir šokoladu JUODASIS AKSOMAS AKSOMAS, 1 kg",,,KG,KG,1,
"Maltos mėsos prieskoniai ALVO TASTE FROM GARDEN, 60 g",Maltos-mesos-prieskoniai-ALVO-TASTE-FROM-GARDEN-60-g-283114,283114,Meat spices,340,6.9,1.2,48,41,13,0.4,Maltos mėsos prieskonių mišinys,1.49,,VNT,KG,0.06,
"Maistinė želatina ALVO, 300 g",Maistine-zelatina-ALVO-300-g-283134,283134,Baking accessories,360,0,0,0,0,88,0.25,Maistinė želatina,4.99,,VNT,KG,0.3,
"Malti juodieji piprai ALVO TASTE FROM GARDEN, 70 g",Malti-juodieji-piprai-ALVO-TASTE-FROM-GARDEN-70-g-283127,283127,Pepper,251,3.2,1.4,39,0.6,10,0,Malti juodieji pipirai,1.79,,VNT,KG,0.07,
Ekologiška abrikosų tyrelė nuo 4 mėn. HIPP,Ekologiska-abrikosu-tyrele-nuo-4-men-HIPP-286728,286728,Pureles for babies,69,0.1,0,16.1,0,0.4,0.05,"Tinka kūdikiams nuo 4 mėn. ir mažiems vaikams Vartojimas: tyrelė skirta tarpiniam maitinimui kaip desertas arba priedas košei pagardinti. Reikiamą tyrelės kiekį įdėti į dubenėlį. Indelį atidarius, nesuvartotą likutį laikyti šaldytuve, suvartoti per 3 dienas. Siekiant išvengti stiklo pažeidimo, naudoti plastmasinį šaukštelį. Neatidarytą indelį laikyti kambario temperatūroje. Dėl papildomo kūdikio maitinimo pasitarkite su gydytoju Vakuumuota: atidarant indelį turi pasigirsti spragtelėjimas. Prieš atidarydami įsitikinkite, kad indelis nepažeistas. Be glitimo.",1.69,,VNT,KG,0.125,
"Ekologiška morkų, ryžių ir veršienos tyrelė nuo 4 mėn. HIPP",Ekologiska-morku-ryziu-ir-versienos-tyrele-nuo-4-men-HIPP-286727,286727,Pureles for babies,65,2.4,0.3,7.7,0,2.4,0.05,"Tinka kūdikiams nuo 4 mėn. ir mažiems vaikams. 12 neįdėta druskos 12 neįdėta pieno ir jo produktų 12 su omega-3 (ALR) riebalų rūgštimis, kurios padeda palaikyti normalų smegenų ir nervų sistemos vystymąsi 12 dėl papildomo maitinimo pasitarkite su gydytoju Svarbu įvairi ir subalansuota mityba bei sveikas gyvenimo būdas.",2.49,,VNT,KG,0.19,
Tortas su pistacijų kremu MEILĖ ,Tortas-su-pistaciju-kremu-MEILE-075-kg,280644,Cakes,306,19,12,29,26,4.6,0.15,"Tortas su pistacijų kremu MEILĖ, ~0,75 kg",16.99,13.59,KG,KG,1,
"Viskis WOODFORD RESERVE DISTILLER'S SELECT (43,2%), 0,7 l",Viskis-WOODFORD-RESERVE-DISTILLERS-SELECT-432percent-07-l,SXbdNUBH54yW1p1MdCzm,Whiskey,240,NaN,NaN,NaN,NaN,NaN,NaN,"Viskis WOODFORD RESERVE DISTILLER'S SELECT (43,2%), 0,7 l",41.95,,VNT,L,0.7,alcohol
"Viskis su dėžute JURA ORIGIN 10 YO (40%), 0,7 l",Viskis-su-dezute-JURA-ORIGIN-10-YO-40percent-07-l,o43KqxbT5Ba9RB4oAfDb,Whiskey,221,0,0,0,0,0,0,Viskis,41.95,,VNT,L,0.7,alcohol
Labanoro kiaulienos kumpelis mažai rūkytas ,Labanoro-kiaulienos-kumpelis-mazai-rukytas-1-kg-279880,279880,Cold smoked products,146,9.64,4.15,0.83,0.64,14.01,2.95,"Labanoro kiaulienos kumpelis mažai rūkytas, 1 kg",12.99,,KG,KG,1,
"Virta Žagarės dešra, 500 g",Virta-Zagares-desra-500-g,YOaIML5MRgBzlqRWqTHX,Boiled sausages and sausages,134,8.81,2.76,12.68,0.43,2.24,1.73,"Virta Žagarės dešra, 500 g",,,VNT,KG,0.5,
"Sausainiai migdolų su spanguolėmis, 80 g",Sausainiai-migdolu-su-spanguolemis-80-g-268803,268803,Cookies,494,32.2,20.3,43.4,24.7,7.4,0.1,"„The Beginnings“ migdolų sausainiai su spanguolėmis yra švelniai kepti, tik apie 120°C temperatūroje",3.99,,VNT,KG,0.08,
Sausainiai migdolų su apelsinais 80g,Sausainiai-migdolu-su-apelsinais-80g-268805,268805,Cookies,446,26,16.4,46.1,25.7,6.8,0.1,The Beginnings“ migdolų sausainiai su apelsinais yra puikaus skonio. Švelniai kepti.,3.99,,VNT,KG,0.08,
"Perlinės miežių kruopos, ekologiškos, 400 g",Perlines-mieziu-kruopos-ekologiskos-400-g-275754,275754,Pearl barley,350,1.4,0.5,71,1,10,0.01,"URTEKRAM ekologiškos perlinės miežių kruopos – skanios tiek šiltos, tiek šaltos.",1.49,,VNT,KG,0.4,
"Traškučiai jūros daržovių Seaveg crispies, JK, 4 g",Traskuciai-juros-darzoviu-Seaveg-crispies-JK-4-g-268863,268863,Chips,592,50,6.1,2.5,0.5,26,1.6,"Clearspring ekologiškas, gardus, lengvas ir traškus užkandis – traškučiai iš maistingų jūros daržovių nori, be konservantų ir kitų dirbtinių priedų",1.69,,VNT,KG,0.004,
"Mielių dribsniai ENGEVITA su vitaminu B12, 100 g",Mieliu-dribsniai-ENGEVITA-su-vitaminu-B12-100-g-275815,275815,Flakes,349,5,1,19,1,47,0.25,"Engevita maistinės mielės yra išaugintos išvalytoje melasoje, atidžiai kontroliuojant sąlygas, užtikrinant, kad jose nėra grybelinių mielių (candida albicans).",8.99,,VNT,KG,0.1,
"Sezamų pasta Tahini šviesi, ekologiška, 350 g",Sezamu-pasta-Tahini-sviesi-ekologiska-350-g-268902,268902,Other sauces,673,62.2,9.6,3.9,0.6,24.5,0.3,"KANDYLAS ekologiška sezamų pasta TAHINI tinka gardinti tiek sūrius, tiek saldžius patiekalus",9.99,,VNT,KG,0.35,
